ID;MARCA;MODELO;PRECO;PAIS;REGIAO;NOME;DATA
395;Ford;Ka;69370.00;Argentina;Córdova;Kevyn Cholwell;25/08/2013
865;Ferrari;488;42416.00;Argentina;Buenos Aires;Nannette Snowdon;27/08/2013
845;Chevrolet;Onix;73797.00;Brazil;Bahia;Layton Abrahim;27/08/2013
886;Renault;Duster;76030.00;France;Tolouse;Andie Aberhart;30/08/2013
663;Chevrolet;Onix;74162.00;Argentina;Chaco;Cullin Boays;01/09/2013
68;Ferrari;F50;58490.00;France;Lyon;Sephira Simond;15/09/2013
464;Volkswagen;Gol;47027.00;United States;Florida;Tim Clemow;15/09/2013
125;Honda;City;52320.00;China;Shandong;Marieann Brangan;22/09/2013
715;Volkswagen;UP!;72473.00;China;Pequim;Catlaina Hilley;25/09/2013
741;Volkswagen;Voyage;74631.00;France;Nice;Doroteya Penylton;25/09/2013
27;Honda;CR-V;79451.00;United States;California;Sydelle Jansema;25/09/2013
568;Chevrolet;Equinox;67157.00;France;Marselha;Sayers Michel;28/09/2013
239;Chevrolet;Onix;55324.00;Brazil;Bahia;Twyla Deaton;01/10/2013
67;Chevrolet;Onix;58392.00;Brazil;Espirito Santo;Devi Currell;02/10/2013
469;Honda;Civic;71554.00;United States;Oklahoma;Tedman Lean;12/10/2013
93;Renault;Sandero;69787.00;Japan;Kyoto;Briggs Topaz;19/10/2013
679;Volkswagen;Golf;68713.00;Brazil;Santa Catarina;Angeli Westgarth;24/10/2013
702;Ford;Fiesta;76267.00;Brazil;Espirito Santo;Eydie Dy;28/10/2013
465;Ford;Mustang;44534.00;Argentina;Tucumán;Kerwinn Heims;07/11/2013
697;Renault;Clio;56858.00;France;Nice;Alejoa McGarvey;07/11/2013
437;Ford;Ecosport;60144.00;Brazil;Bahia;Brendon Climance;08/11/2013
820;Honda;S2000;42015.00;United States;Washington;Ealasaid Oret;09/11/2013
137;Honda;NSX;79775.00;China;Hubei;Alma Luipold;10/11/2013
305;Chevrolet;Onix;64551.00;Brazil;Santa Catarina;Carolan Guerrero;11/11/2013
300;Ford;Ecosport;60804.00;Brazil;São Paulo;Anneliese Load;12/11/2013
917;Ford;Teritory;71695.00;China;Sichuan;Fanchon Liversley;06/12/2013
401;Renault;Sandero;55147.00;France;Lyon;Lothaire Brenard;07/12/2013
892;Honda;Accord;79400.00;France;Lyon;Bellanca Windous;10/12/2013
357;Renault;Clio;62229.00;China;Xangai;Panchito Lenihan;11/12/2013
127;Honda;NSX;71014.00;Japan;Kyoto;Mychal MacWhirter;14/01/2013
251;Ford;Fusion;69546.00;Argentina;Córdova;Ninette Dawtrey;16/12/2013
452;BMW;I8;61067.00;United States;Florida;Teodorico Vales;19/12/2013
2;Honda;City;53060.00;United States;Ohio;Korey Causley;20/12/2013
793;Chevrolet;Joy;50851.00;Argentina;Chaco;Gavin Pabel;21/12/2013
56;Chevrolet;Tracker;65199.00;Argentina;Chaco;Filippa Ivey;23/12/2013
721;BMW;X6;76497.41;Japan;Yokohama;Jacki Venner;23/12/2013
167;Volkswagen;Gol;78208.00;France;Tolouse;Tierney Leech;25/12/2013
210;Renault;Clio;72381.00;Brazil;São Paulo;Maynord Lambis;28/01/2013
397;Volkswagen;Fox;64640.00;United States;California;Darbee Djordjevic;29/12/2013
791;BMW;BMW Série 5;62432.00;Brazil;Goiás;Pancho Spriggen;31/12/2013
289;Chevrolet;Equinox;42917.00;France;Nice;Hermina Gauson;01/01/2014
423;Honda;City;53486.00;France;Lyon;Jillana Betun;02/01/2014
701;Renault;Clio;57635.00;France;Tolouse;Isadore Boak;08/01/2014
444;Chevrolet;Tracker;51080.00;Japan;Yokohama;Chaunce Barnish;11/01/2014
190;Volkswagen;Polo;56790.00;France;Tolouse;Pete Elliss;15/01/2014
727;Honda;Accord;76302.00;Brazil;São Paulo;Madlin Mooring;20/01/2014
25;Ford;Ranger;50710.00;France;Nice;Zorine Goodricke;25/01/2014
781;Chevrolet;Joy;42180.00;China;Shandong;Quintana Pearton;26/01/2014
591;Renault;Clio;66837.00;Brazil;Rio Grande do Norte;Pammie Childrens;27/01/2014
867;Volkswagen;Passat;58834.00;Japan;Yokohama;Hurlee Casarini;27/01/2014
49;Ford;Ecosport;49126.00;Argentina;Buenos Aires;Jewelle Cheers;29/01/2014
815;Chevrolet;Prisma;50303.00;France;Marselha;Barry Studdal;31/01/2014
44;Ford;Ecosport;64677.00;China;Hubei;Winnah Oller;01/02/2014
502;Honda;Accord;71921.00;Brazil;Santa Catarina;Vasilis Saer;05/02/2014
200;Honda;Accord;50688.00;Japan;Tokyo;Arly Costell;08/02/2014
533;Renault;Sandero;64262.00;China;Sichuan;Eleonore Gasker;13/02/2014
578;Chevrolet;Onix;69198.00;Argentina;Chaco;Em Currm;16/02/2014
359;Honda;Accord;42320.00;China;Hubei;Kass Jerzak;18/02/2014
716;Renault;Grand Tour;75912.00;United States;Oklahoma;Siffre Czajkowski;18/02/2014
23;Renault;Clio;48290.00;Argentina;Buenos Aires;Lane Douch;21/11/2014
375;Honda;City;58254.00;Japan;Saitama;Angeli Jado;21/02/2014
319;Renault;Kwid;62736.00;China;Pequim;Ninetta Eplett;24/02/2014
476;Volkswagen;UP!;63184.00;Brazil;Pará;Carree Calles;25/02/2014
204;Honda;Fit;62226.00;China;Hubei;Charil Vowell;26/02/2014
542;Honda;Accord;71066.00;China;Sichuan;Thelma O'Cullen;08/03/2014
315;Volkswagen;Golf;70524.00;Brazil;Pernambuco;Elvira Braham;13/03/2014
64;Chevrolet;Cruze;51517.00;United States;Ohio;Lelia Pudner;14/03/2014
561;Volkswagen;Voyage;53940.00;Brazil;Santa Catarina;Toddy Mattaus;18/03/2014
243;Honda;HR-V;65649.00;France;Lyon;Annmaria Medling;19/03/2014
876;Renault;Grand Tour;56931.00;Japan;Kyoto;Rickey Heinsh;19/03/2014
897;Chevrolet;Camaro;74844.00;United States;Oklahoma;Goddard Wallworth;20/01/2014
515;Chevrolet;Prisma;56931.00;United States;Oklahoma;Marlow Corstorphine;23/03/2014
284;Volkswagen;Polo;59238.00;France;Tolouse;Sheryl O'Codihie;29/03/2014
349;Honda;Fit;66232.00;Argentina;Chaco;Emile Loveard;02/04/2014
236;Chevrolet;Onix;64218.00;China;Sichuan;Philbert Hallows;04/04/2014
498;BMW;BMW Série 1;75365.00;Brazil;Minas Gerais;Sam Hazeldene;05/04/2014
762;Ford;Teritory;67292.00;Brazil;Rio Grande do Norte;Jaimie Bushaway;05/04/2014
184;Renault;Grand Tour;75671.00;China;Sichuan;Byrom Greenlies;06/04/2014
769;Renault;Logan;72145.00;Japan;Yokohama;Robin Inchcomb;09/04/2014
260;Volkswagen;Passat;48355.00;Brazil;Rio de Janeiro;Lawrence Wisker;15/04/2014
197;Ford;Ranger;63391.00;France;Lyon;Adolpho Chellam;16/04/2014
53;BMW;BMW Série 1;76607.00;Japan;Yokohama;Kristal Duffit;20/04/2014
557;BMW;BMW Série 3;67451.00;Brazil;Maranhão;Murvyn Sitch;21/04/2014
262;Chevrolet;Cruze;75778.00;United States;Ohio;Byrle Sinott;23/04/2014
337;Ford;Edge;72001.00;Brazil;Rio Grande do Sul;Joe Shepherdson;30/04/2014
379;Ford;Ka;66475.00;Brazil;Rio Grande do Sul;Dewey Fansy;01/05/2014
530;Chevrolet;Prisma;58835.00;Brazil;Bahia;Mikel Lenard;02/05/2014
296;Ford;Fiesta;48450.00;Brazil;São Paulo;Meade Kubasek;14/05/2014
109;Renault;Sandero;70087.00;France;Tolouse;George Blanshard;14/05/2014
474;Ford;Ranger;60401.00;France;Nice;Florella Rickaert;16/05/2014
484;Ford;Edge;71875.00;Brazil;Rio Grande do Sul;Rolf Dunlap;21/05/2014
343;Chevrolet;Cruze;43968.00;Argentina;Córdova;Shirline Strickett;25/05/2014
224;Chevrolet;Camaro;51034.00;Brazil;São Paulo;Nevsa Vegas;25/05/2014
849;Chevrolet;Cruze;72465.00;United States;Florida;Worthy Proswell;25/05/2014
455;Chevrolet;Prisma;61817.00;Argentina;Mendonza;Lynnelle Bold;03/06/2014
943;Honda;Accord;52707.00;China;Sichuan;Ula Bruins;04/06/2014
508;Renault;Duster;66735.00;Japan;Kyoto;Bone Scotter;04/06/2014
244;Ford;Teritory;60699.00;Japan;Saitama;Eadmund Borg;11/06/2014
457;Honda;NSX;48630.00;United States;Ohio;Alanson Pantridge;19/06/2014
405;Honda;NSX;68962.00;Japan;Tokyo;Lory Strangman;26/06/2014
807;Ferrari;Enzo;48084.00;China;Xangai;Roxie Shurman;29/06/2014
58;Chevrolet;Cruze;51969.00;United States;Ohio;Andrey Billingham;30/06/2014
453;Ford;Ecosport;59760.00;Japan;Yokohama;Daffy Colhoun;04/07/2014
478;Volkswagen;Passat;77618.00;France;Lyon;Maegan Borchardt;10/07/2014
413;Renault;Grand Tour;67419.00;France;Nice;Noby Norker;10/07/2014
164;Renault;Sandero;62968.00;Japan;Yokohama;Fergus Tomlin;10/07/2014
661;BMW;X5;63110.00;Argentina;Chaco;Bibby Middlewick;11/07/2014
176;BMW;X3;53771.00;Argentina;Mendonza;Renelle Goodlad;11/01/2014
275;Honda;NSX;47037.00;China;Sichuan;Nancy Leger;12/07/2014
445;Volkswagen;Fox;65959.00;Brazil;Pernambuco;Elysha Simyson;13/07/2014
782;Ferrari;F50;75582.00;France;Lyon;Lindy Wisniowski;17/07/2014
551;Ford;Mustang;79016.00;France;Lyon;Fanny McGettigan;19/07/2014
154;Ford;Mustang;70591.00;Japan;Kyoto;Alvis Gianilli;19/07/2014
536;Volkswagen;Voyage;47973.00;Brazil;Rio de Janeiro;Durante Egre;28/07/2014
485;Chevrolet;Spin;77575.00;United States;Ohio;Jorry Swanborough;28/07/2014
61;Chevrolet;Joy;66856.00;China;Pequim;Kim McSorley;31/07/2014
657;Ford;Ranger;49071.00;China;Shandong;Derrek Messier;10/08/2014
360;Honda;Accord;53046.00;Brazil;Rio Grande do Sul;Abagael Stille;11/08/2014
18;Ferrari;F8;54573.29;Argentina;Buenos Aires;Melesa Sidle;17/08/2014
831;Ford;Ranger;58565.00;China;Shandong;Angela Sharpling;22/08/2014
699;Ford;Ecosport;44927.00;China;Sichuan;Yorker Middle;22/08/2014
553;Ford;Ka;48851.00;China;Shandong;Dusty Margerrison;28/08/2014
295;Volkswagen;Passat;64458.00;France;Marselha;Emelita Barwis;30/08/2014
520;Ford;Teritory;65354.00;Brazil;Rio Grande do Norte;Xerxes Vooght;06/09/2014
456;Renault;Clio;72135.00;France;Paris;Noella Treagus;07/09/2014
389;Volkswagen;Gol;73006.00;Brazil;Pernambuco;Didi Dron;11/09/2014
658;Volkswagen;Gol;65783.00;China;Sichuan;Oralla Stebbing;22/09/2014
42;Chevrolet;Joy;70985.00;United States;Ohio;Andros Ginner;22/09/2014
326;BMW;X6;66317.00;Brazil;Minas Gerais;Colly Twelftree;26/09/2014
641;Chevrolet;Prisma;74288.00;Brazil;São Paulo;Pernell Shuker;29/09/2014
107;Honda;City;51176.00;Japan;Osaka;Sophey Hounihan;03/10/2014
597;Ford;Ecosport;61414.00;Brazil;São Paulo;Dara MacAfee;04/10/2014
928;Ford;Mustang;79866.00;Argentina;Mendonza;Joni Trimnell;07/12/2014
941;Honda;S2000;55212.00;China;Xangai;Harland Tegler;10/10/2014
75;Honda;City;45238.00;France;Marselha;Roslyn Mortlock;14/10/2014
267;Volkswagen;Voyage;69349.00;China;Pequim;Lynnett Colley;17/10/2014
500;Honda;Accord;78581.00;Brazil;São Paulo;Benton Boleyn;21/10/2014
409;Ferrari;488;49705.00;Argentina;Chaco;Waverly Dunkinson;24/10/2014
69;Honda;CR-V;47637.00;France;Tolouse;Laney Benfell;25/10/2014
584;Chevrolet;Cruze;57976.00;Argentina;Córdova;Danella Wishkar;26/10/2014
459;Honda;CR-V;69153.00;China;Pequim;Lek Palethorpe;29/10/2014
303;BMW;X3;41563.00;Brazil;Maranhão;Tiena Karadzas;30/10/2014
499;Volkswagen;UP!;75084.00;United States;Florida;Wallace Conti;05/11/2014
438;Volkswagen;Voyage;56401.00;Japan;Osaka;Kathie Goodley;07/11/2014
870;BMW;BMW Série 1;59270.00;Brazil;Minas Gerais;Esra Owbrick;08/11/2014
273;Ford;Ecosport;73415.00;Japan;Kyoto;Yovonnda Prosh;12/11/2014
582;Volkswagen;Gol;56409.00;Brazil;Rio de Janeiro;Bridgette Hutchason;18/11/2014
683;Renault;Kwid;42761.00;China;Hubei;Haley Possek;19/11/2014
129;Ford;Ecosport;51917.00;France;Marselha;Wilone Ordidge;30/11/2014
227;Volkswagen;Voyage;72720.00;Japan;Tokyo;Brandi Jean;30/11/2014
863;Renault;Logan;49128.00;France;Marselha;West Macartney;03/12/2014
425;Ford;Mustang;55390.00;United States;Oklahoma;Emlynn Springtorp;08/12/2014
825;Volkswagen;Golf;67988.00;Brazil;Santa Catarina;Anette Hallows;11/12/2014
245;Volkswagen;Polo;49598.00;France;Paris;Caitrin Mattsson;12/12/2014
7;Renault;Clio;60114.00;United States;Florida;Cynde Bennetts;14/12/2014
38;Renault;Sandero;60604.00;Japan;Osaka;Gar Mudd;17/12/2014
232;Honda;HR-V;59432.00;Japan;Saitama;Gray Do Rosario;17/12/2014
887;Renault;Kwid;77464.00;France;Nice;Hill Dowsing;24/12/2014
535;Volkswagen;Jetta;46242.00;China;Hubei;Leicester Vear;02/01/2015
172;Volkswagen;Gol;66523.00;China;Shandong;Leroy Lealle;04/01/2015
907;Ford;Ranger;76756.00;France;Lyon;Clemmy Asche;04/01/2015
152;Volkswagen;Passat;60885.00;United States;California;Tillie Hearne;05/01/2015
229;Honda;Fit;61436.00;France;Marselha;Sean Lorman;09/04/2015
685;Ford;Fiesta;60782.00;Brazil;Rio Grande do Norte;Shina Ekless;10/01/2015
436;Renault;Grand Tour;75921.00;France;Marselha;Derk Quinney;16/12/2015
650;Ford;Mustang;55960.00;Japan;Tokyo;Ellery Gyford;24/01/2015
279;Renault;Clio;60813.00;Japan;Saitama;Rois Taffie;26/01/2015
65;Volkswagen;Polo;71129.00;Brazil;Rio de Janeiro;Debra Draayer;27/01/2015
902;Volkswagen;Passat;65491.00;France;Lyon;Margot Carlisi;27/01/2015
844;Renault;Kwid;78415.00;France;Tolouse;Morgen Gayton;02/02/2015
773;Ford;Fusion;66726.00;United States;Florida;Puff Bedward;05/02/2015
706;Ferrari;F50;71913.00;Argentina;Tucumán;Ferne Sweynson;06/02/2015
31;Honda;HR-V;59367.00;France;Tolouse;Van Leake;07/02/2015
333;Ford;Ecosport;69734.00;Brazil;Santa Catarina;Veronique Padkin;10/02/2015
297;Honda;NSX;45231.00;United States;Ohio;Corbett Yesinin;10/02/2015
179;Honda;CR-V;58090.00;United States;Washington;Luci Tower;10/02/2015
828;Chevrolet;Camaro;56986.00;Argentina;Mendonza;Drusilla Mapplebeck;13/02/2015
214;Renault;Sandero;68458.00;France;Marselha;Osbourn Shuttell;15/02/2015
639;Chevrolet;Prisma;46170.00;Brazil;São Paulo;Nelli Croke;22/02/2015
78;BMW;BMW Série 1;56668.00;Brazil;Minas Gerais;Tades Capoun;24/02/2015
906;Chevrolet;Tracker;76345.00;United States;Oklahoma;Lew Ungaretti;26/01/2015
74;Ford;Mustang;58006.00;France;Marselha;Carmine MacAnespie;04/03/2015
161;Honda;HR-V;62857.00;Japan;Osaka;Frances McTague;04/03/2015
81;Chevrolet;Onix;79192.00;Brazil;São Paulo;Phillipp Cabrales;10/03/2015
489;Honda;Fit;57944.00;China;Sichuan;Tommy Di Angelo;17/03/2015
